2024_09_28,Hydro water reservoir,0.000937733
2024_09_28,Biomass,0.087191634
2024_09_28,Wind offshore,0.13537534
2024_09_28,Wind onshore,0.37035194
2024_09_28,Solar,0.15554975
2024_09_28,Geothermal,0.0003417905
2024_09_28,Fossil brown coal / lignite,0.08704265
2024_09_28,Fossil hard coal,0.024065558
2024_09_28,Fossil oil,0.0070987265
2024_09_28,Fossil gas,0.04532668
2024_09_28,Others,0.0031549893
2024_09_28,Waste non-renewable,0.013154553
2024_09_27,Waste renewable,0.008655391
2024_09_27,Hydro Run-of-River,0.04460549
2024_09_27,Hydro water reservoir,0.00076390634
2024_09_27,Biomass,0.06543024
2024_09_27,Wind offshore,0.07500232
2024_09_27,Wind onshore,0.5676887
2024_09_27,Solar,0.10552536
2024_09_27,Geothermal,0.00025906388
2024_09_27,Fossil brown coal / lignite,0.052510258
2024_09_27,Fossil hard coal,0.027759692
2024_09_27,Fossil oil,0.005745904
2024_09_27,Fossil gas,0.03413665
2024_09_27,Others,0.0022585057
2024_09_27,Waste non-renewable,0.0096584335
2024_09_26,Waste renewable,0.009643415
2024_09_26,Hydro Run-of-River,0.04828857
2024_09_26,Hydro water reservoir,0.0019064413
2024_09_26,Biomass,0.07839445
2024_09_26,Wind offshore,0.062992
2024_09_26,Wind onshore,0.5118159
2024_09_26,Solar,0.05373781
2024_09_26,Geothermal,0.00030979668
2024_09_26,Fossil brown coal / lignite,0.12201224
2024_09_26,Fossil hard coal,0.03836713
2024_09_26,Fossil oil,0.010938207
2024_09_26,Fossil gas,0.047835786
2024_09_26,Others,0.0030026447
2024_09_26,Waste non-renewable,0.010755505
2024_09_25,Waste renewable,0.010218713
2024_09_25,Hydro Run-of-River,0.049378015
2024_09_25,Hydro water reservoir,0.0021713728
2024_09_25,Biomass,0.08209778
2024_09_25,Wind offshore,0.08786601
2024_09_25,Wind onshore,0.33086917
2024_09_25,Solar,0.123072095
2024_09_25,Geothermal,0.00032321963
2024_09_25,Fossil brown coal / lignite,0.17182854
2024_09_25,Fossil hard coal,0.047728766
2024_09_25,Fossil oil,0.0097131645
2024_09_25,Fossil gas,0.07009722
2024_09_25,Others,0.0032321964
2024_09_25,Waste non-renewable,0.011403852
2024_09_24,Waste renewable,0.007045926
2024_09_24,Hydro Run-of-River,0.05656872
2024_09_24,Hydro water reservoir,0.0031020376
2024_09_24,Biomass,0.09062708
2024_09_24,Wind offshore,0.06752194
2024_09_24,Wind onshore,0.23178352
2024_09_24,Solar,0.13359807
2024_09_24,Geothermal,0.00035687158
2024_09_24,Fossil brown coal / lignite,0.21634653
2024_09_24,Fossil hard coal,0.08580474
2024_09_24,Fossil oil,0.010312675
2024_09_24,Fossil gas,0.08536551
2024_09_24,Others,0.0037059742
2024_09_24,Waste non-renewable,0.007860325
2024_09_23,Waste renewable,0.012346196
2024_09_23,Hydro Run-of-River,0.05950427
2024_09_23,Hydro water reservoir,0.0037634466
2024_09_23,Biomass,0.10280482
2024_09_23,Wind offshore,0.007275997
2024_09_23,Wind onshore,0.061333723
2024_09_23,Solar,0.19932677
2024_09_23,Geothermal,0.0004077067
2024_09_23,Fossil brown coal / lignite,0.25424173
2024_09_23,Fossil hard coal,0.12575139
2024_09_23,Fossil oil,0.011614414
2024_09_23,Fossil gas,0.14371139
2024_09_23,Others,0.0041397912
2024_09_23,Waste non-renewable,0.013778397
2024_09_22,Waste renewable,0.013883314
2024_09_22,Hydro Run-of-River,0.06319505
2024_09_22,Hydro water reservoir,0.005099993
2024_09_22,Biomass,0.1172172
2024_09_22,Wind offshore,0.014804146
2024_09_22,Wind onshore,0.07361934
2024_09_22,Solar,0.3062593
2024_09_22,Geothermal,0.00046041602
2024_09_22,Fossil brown coal / lignite,0.21488443
2024_09_22,Fossil hard coal,0.06615824
2024_09_22,Fossil oil,0.010353458
2024_09_22,Fossil gas,0.09384223
2024_09_22,Others,0.0047458266
2024_09_22,Waste non-renewable,0.015477061
2024_09_21,Waste renewable,0.011739693
